,NAME,TYPE,STATE,2-yr,5-yr,10-yr,25-yr,50-yr,100-yr
0,Accomack,County,VA,1.08,1.07,1.04,1.02,1.0,0.99
1,Adams,County,PA,1.07,1.12,1.15,1.17,1.15,0.98
2,Albemarle,County,VA,1.06,1.05,1.04,1.02,1.02,1.03
3,Alexandria,City,VA,1.06,1.07,1.09,1.14,1.17,0.92
4,Allegany,County,MD,1.07,1.11,1.16,1.18,1.19,1.04
5,Allegany,County,NY,1.01,0.99,1.0,1.08,1.1,1.04
6,Alleghany,County,VA,1.08,1.04,1.03,1.04,1.06,1.06
7,Allegheny,County,PA,1.11,1.09,1.07,1.04,1.02,1.01
8,Amelia,County,VA,1.09,1.07,1.07,1.07,1.05,1.04
9,Amherst,County,VA,1.06,1.04,1.04,1.08,1.12,1.04
10,Anne Arundel,County,MD,1.04,1.02,1.01,1.02,1.04,0.97
11,Appomattox,County,VA,1.08,1.07,1.08,1.09,1.12,1.0
12,Arlington,County,VA,1.06,1.07,1.09,1.14,1.17,0.96
13,Armstrong,County,PA,1.07,1.07,1.05,1.0,0.99,1.0
14,Atlantic,County,NJ,1.08,1.1,1.1,1.06,1.05,0.98
15,Augusta,County,VA,1.07,1.04,1.02,0.98,0.98,1.0
16,Baltimore,County,MD,1.07,1.05,1.03,1.02,1.02,1.0
17,Baltimore,County,MD,1.05,1.03,1.02,1.04,1.07,0.96
18,Barbour,County,WV,1.08,1.07,1.05,1.01,0.98,1.01
19,Bath,County,VA,1.09,1.07,1.03,1.0,1.0,1.04
20,Beaver,County,PA,1.06,1.07,1.06,1.01,0.97,1.0
21,Bedford,County,PA,1.06,1.1,1.13,1.16,1.17,1.07
22,Bedford,County,VA,1.11,1.16,1.2,1.24,1.25,1.05
23,Berkeley,County,WV,1.1,1.09,1.08,1.07,1.06,1.02
24,Berks,County,PA,1.05,1.05,1.07,1.06,1.04,1.01
25,Blair,County,PA,1.1,1.12,1.13,1.14,1.15,1.08
26,Bland,County,VA,1.11,1.12,1.13,1.16,1.18,1.02
27,Boone,County,WV,1.13,1.1,1.1,1.06,1.0,1.02
28,Botetourt,County,VA,1.1,1.09,1.1,1.12,1.15,1.06
29,Bradford,County,PA,1.09,1.1,1.11,1.13,1.14,1.08
30,Braxton,County,WV,1.08,1.09,1.1,1.1,1.09,1.0
31,Bristol,City,VA,1.13,1.1,1.06,1.0,0.95,1.06
32,Bronx,County,NY,1.01,1.02,1.0,0.98,0.96,0.92
33,Brooke,County,WV,1.11,1.09,1.07,1.06,1.04,1.03
34,Broome,County,NY,1.1,1.1,1.1,1.11,1.12,1.06
35,Brunswick,County,VA,1.11,1.15,1.16,1.12,1.07,1.04
36,Buchanan,County,VA,1.12,1.14,1.13,1.1,1.07,1.01
37,Buckingham,County,VA,1.08,1.07,1.06,1.04,1.05,1.04
38,Bucks,County,PA,1.08,1.07,1.07,1.07,1.04,1.01
39,Buena Vista,City,VA,1.06,1.04,1.03,1.07,1.11,0.97
40,Burlington,County,NJ,1.07,1.11,1.1,1.08,1.07,1.01
41,Butler,County,PA,1.09,1.06,1.04,1.05,1.06,1.01
42,Cabell,County,WV,1.12,1.09,1.09,1.09,1.08,1.03
43,Calhoun,County,WV,1.12,1.11,1.12,1.09,1.06,1.03
44,Calvert,County,MD,1.04,1.0,0.99,1.0,1.01,0.97
45,Cambria,County,PA,1.11,1.11,1.1,1.08,1.06,1.06
46,Camden,County,NJ,1.06,1.1,1.08,1.04,1.01,1.01
47,Cameron,County,PA,1.1,1.1,1.09,1.06,1.06,1.04
48,Campbell,County,VA,1.11,1.13,1.16,1.17,1.16,1.04
49,Cape May,County,NJ,1.08,1.07,1.06,1.05,1.04,1.02
50,Carbon,County,PA,1.09,1.08,1.08,1.09,1.09,1.07
51,Caroline,County,MD,1.05,1.04,1.03,1.03,1.04,0.95
52,Caroline,County,VA,1.08,1.07,1.07,1.06,1.06,0.95
53,Carroll,County,MD,1.1,1.13,1.13,1.11,1.08,1.02
54,Carroll,County,VA,1.08,1.07,1.09,1.18,1.23,1.06
55,Cecil,County,MD,1.04,1.02,1.01,0.98,0.97,0.95
56,Centre,County,PA,1.13,1.13,1.11,1.08,1.07,1.06
57,Charles,County,MD,1.05,1.03,1.03,1.04,1.06,0.93
58,Charles City,County,VA,1.09,1.1,1.09,1.08,1.06,0.92
59,Charlotte,County,VA,1.1,1.1,1.12,1.14,1.16,1.05
60,Charlottesville,City,VA,1.04,1.03,1.04,1.02,1.02,1.04
61,Chemung,County,NY,1.09,1.07,1.06,1.07,1.05,1.07
62,Chenango,County,NY,1.09,1.09,1.09,1.08,1.07,1.05
63,Chesapeake,City,VA,1.06,1.04,1.01,0.96,0.91,1.03
64,Chester,County,PA,1.01,1.0,1.0,1.0,0.96,1.01
65,Chesterfield,County,VA,1.07,1.08,1.08,1.04,1.01,0.99
66,Clarion,County,PA,1.07,1.04,1.03,1.01,1.03,1.06
67,Clarke,County,VA,1.1,1.09,1.08,1.06,1.03,0.98
68,Clay,County,WV,1.09,1.09,1.06,1.02,0.98,0.99
69,Clearfield,County,PA,1.11,1.1,1.09,1.08,1.06,1.06
70,Clinton,County,PA,1.13,1.11,1.09,1.1,1.1,1.07
