,NAME,TYPE,STATE,2-yr,5-yr,10-yr,25-yr,50-yr,100-yr
31,Bristol,City,VA,1.02,1.01,1.01,0.98,0.95,0.91
32,Bronx,County,NY,0.99,0.99,0.97,0.94,0.91,0.86
33,Brooke,County,WV,1.01,1.0,0.99,0.96,0.92,0.85
34,Broome,County,NY,0.99,1.0,1.02,1.03,1.02,1.01
35,Brunswick,County,VA,1.02,1.0,0.98,0.93,0.91,0.87
36,Buchanan,County,VA,0.99,0.99,1.0,1.0,0.99,0.97
37,Buckingham,County,VA,0.99,0.96,0.94,0.92,0.91,0.91
38,Bucks,County,PA,1.0,1.0,0.99,0.97,0.96,0.92
39,Buena Vista,City,VA,0.98,0.95,0.94,0.92,0.89,0.85
40,Burlington,County,NJ,0.99,0.99,0.99,0.97,0.96,0.94
41,Butler,County,PA,1.02,1.02,1.01,0.98,0.95,0.91
42,Cabell,County,WV,1.01,1.01,1.0,0.97,0.94,0.89
43,Calhoun,County,WV,1.03,1.0,0.99,0.96,0.94,0.89
44,Calvert,County,MD,1.01,0.97,0.94,0.91,0.88,0.84
45,Cambria,County,PA,1.0,0.99,0.98,0.96,0.93,0.91
46,Camden,County,NJ,1.01,1.0,1.0,0.99,0.96,0.93
47,Cameron,County,PA,1.01,1.0,0.99,0.98,0.94,0.92
48,Campbell,County,VA,1.01,1.01,0.98,0.94,0.92,0.9
49,Cape May,County,NJ,0.99,1.0,1.0,0.98,0.93,0.89
50,Carbon,County,PA,1.02,1.0,0.99,1.0,0.99,0.97
51,Caroline,County,MD,0.98,0.97,0.95,0.92,0.87,0.83
52,Caroline,County,VA,1.0,0.97,0.94,0.89,0.85,0.81
53,Carroll,County,MD,1.02,0.99,0.98,0.96,0.94,0.91
54,Carroll,County,VA,1.03,1.03,1.03,1.01,1.0,0.98
55,Cecil,County,MD,1.01,0.99,0.98,0.97,0.94,0.89
56,Centre,County,PA,1.04,1.03,1.02,1.0,0.99,0.96
57,Charles,County,MD,1.0,0.96,0.93,0.88,0.86,0.82
58,Charles City,County,VA,0.98,0.94,0.94,0.91,0.87,0.84
59,Charlotte,County,VA,0.99,0.98,0.97,0.96,0.95,0.92
60,Charlottesville,City,VA,0.97,0.94,0.93,0.91,0.87,0.84
61,Chemung,County,NY,1.01,1.01,1.01,1.0,1.0,1.0
62,Chenango,County,NY,1.01,1.01,1.0,0.98,0.97,0.95
63,Chesapeake,City,VA,0.99,0.98,0.96,0.92,0.87,0.85
64,Chester,County,PA,1.01,1.0,0.97,0.95,0.93,0.93
65,Chesterfield,County,VA,0.98,0.96,0.94,0.93,0.89,0.86
66,Clarion,County,PA,1.04,1.01,0.99,0.96,0.93,0.9
67,Clarke,County,VA,1.01,0.97,0.96,0.91,0.87,0.84
68,Clay,County,WV,1.0,1.0,0.99,0.97,0.94,0.9
69,Clearfield,County,PA,1.04,1.03,1.04,1.03,1.0,0.96
70,Clinton,County,PA,1.02,1.01,1.0,0.97,0.94,0.91
71,Colonial Heights,City,VA,0.94,0.9,0.89,0.88,0.87,0.85
72,Columbia,County,PA,1.02,1.0,0.99,0.98,0.98,0.97
73,Cortland,County,NY,1.04,1.01,1.0,0.98,0.96,0.92
74,Covington,City,VA,0.97,0.98,0.97,0.96,0.95,0.94
75,Craig,County,VA,0.99,0.97,0.97,0.96,0.96,0.93
76,Crawford,County,PA,1.01,1.0,1.0,0.99,0.98,0.96
77,Culpeper,County,VA,1.01,0.97,0.96,0.96,0.95,0.92
78,Cumberland,County,NJ,1.01,1.0,0.99,0.95,0.91,0.87
79,Cumberland,County,PA,1.01,1.0,0.98,0.93,0.91,0.89
80,Cumberland,County,VA,0.99,0.95,0.93,0.92,0.91,0.89
81,Danville,City,VA,0.99,0.97,0.96,0.96,0.95,0.92
82,Dauphin,County,PA,1.01,0.98,0.96,0.91,0.9,0.86
83,Delaware,County,NY,1.01,1.01,1.0,0.98,0.97,0.97
84,Delaware,County,PA,0.99,0.98,0.97,0.95,0.93,0.89
85,Dickenson,County,VA,0.99,0.99,0.98,0.98,0.96,0.95
86,Dinwiddie,County,VA,1.0,0.97,0.96,0.94,0.92,0.89
87,District of Columbia,County,DC,0.98,0.96,0.95,0.93,0.92,0.91
88,Doddridge,County,WV,0.99,0.98,0.96,0.94,0.91,0.88
89,Dorchester,County,MD,0.96,0.92,0.9,0.87,0.85,0.83
90,Elk,County,PA,1.01,1.0,0.99,0.98,0.95,0.94
91,Emporia,City,VA,0.96,0.96,0.95,0.92,0.88,0.85
92,Erie,County,PA,1.01,1.0,1.0,0.98,0.94,0.91
93,Essex,County,VA,0.96,0.91,0.88,0.86,0.83,0.77
94,Fairfax,County,VA,0.99,0.97,0.96,0.93,0.93,0.91
95,Fairfax,City,VA,0.98,0.96,0.93,0.91,0.88,0.86
96,Falls Church,City,VA,0.98,0.96,0.94,0.92,0.88,0.87
97,Fauquier,County,VA,1.0,0.99,0.97,0.93,0.89,0.86
98,Fayette,County,PA,1.0,1.0,1.0,0.98,0.96,0.95
99,Fayette,County,WV,0.98,0.96,0.95,0.92,0.91,0.88
100,Floyd,County,VA,1.01,1.01,0.99,0.97,0.96,0.94
101,Fluvanna,County,VA,0.98,0.94,0.92,0.88,0.84,0.8
102,Forest,County,PA,1.02,1.01,1.01,0.99,0.95,0.92
103,Franklin,County,PA,1.0,0.98,1.0,0.99,0.98,0.98
104,Franklin,County,VA,0.99,0.98,0.97,0.96,0.95,0.94
105,Franklin,City,VA,0.98,0.97,0.95,0.9,0.9,0.85
106,Frederick,County,MD,1.0,0.96,0.95,0.93,0.88,0.84
107,Frederick,County,VA,0.99,0.98,0.97,0.93,0.91,0.9
108,Fredericksburg,City,VA,0.98,0.94,0.92,0.88,0.84,0.8
109,Fulton,County,PA,1.0,0.98,0.99,0.95,0.92,0.91
110,Galax,City,VA,0.99,0.95,0.93,0.9,0.87,0.84
111,Garrett,County,MD,1.0,0.99,0.99,0.99,0.99,0.98
112,Giles,County,VA,1.0,0.99,0.98,0.96,0.94,0.92
113,Gilmer,County,WV,1.03,1.02,0.99,0.95,0.92,0.87
114,Gloucester,County,NJ,0.99,0.98,0.98,0.98,0.96,0.93
115,Gloucester,County,VA,0.99,0.96,0.92,0.86,0.82,0.78
116,Goochland,County,VA,0.95,0.9,0.88,0.84,0.81,0.79
117,Grant,County,WV,0.98,0.99,0.99,0.97,0.95,0.93
118,Grayson,County,VA,1.02,1.01,1.0,1.0,0.99,0.97
119,Greenbrier,County,WV,1.02,1.01,1.0,0.96,0.93,0.9
120,Greene,County,NY,1.02,1.0,0.97,0.94,0.91,0.89
121,Greene,County,PA,1.02,1.02,1.03,1.01,0.99,0.97
122,Greene,County,VA,0.99,0.95,0.92,0.88,0.84,0.82
123,Greensville,County,VA,0.97,0.97,0.96,0.94,0.92,0.88
124,Halifax,County,VA,1.01,1.0,0.98,0.97,0.97,0.96
125,Hampshire,County,WV,1.01,0.99,0.97,0.96,0.96,0.95
126,Hampton,City,VA,0.99,0.97,0.95,0.9,0.87,0.84
127,Hancock,County,WV,1.02,0.99,0.97,0.94,0.91,0.87
128,Hanover,County,VA,0.99,0.97,0.96,0.94,0.91,0.86
129,Hardy,County,WV,1.0,1.0,0.98,0.95,0.94,0.92
130,Harford,County,MD,1.01,0.97,0.95,0.91,0.87,0.84
131,Harrison,County,WV,1.0,1.0,0.99,0.97,0.95,0.92
132,Harrisonburg,City,VA,0.98,0.97,0.95,0.89,0.84,0.81
133,Henrico,County,VA,1.01,0.98,0.95,0.93,0.91,0.88
134,Henry,County,VA,1.01,0.98,0.96,0.93,0.91,0.89
135,Herkimer,County,NY,0.97,0.95,0.93,0.9,0.87,0.85
136,Highland,County,VA,1.02,0.99,0.98,0.96,0.94,0.92
137,Hopewell,City,VA,0.89,0.88,0.9,0.9,0.86,0.84
138,Howard,County,MD,1.01,0.98,0.97,0.93,0.89,0.87
139,Hunterdon,County,NJ,1.01,1.0,0.98,0.93,0.9,0.87
140,Huntingdon,County,PA,1.04,1.03,1.03,1.01,1.0,0.99
141,Indiana,County,PA,1.02,1.0,0.98,0.96,0.94,0.91
142,Isle of Wight,County,VA,0.98,0.98,0.96,0.89,0.87,0.83
143,Jackson,County,WV,1.02,1.01,1.01,1.01,0.98,0.96
144,James City,County,VA,0.97,0.95,0.91,0.86,0.81,0.74
145,Jefferson,County,PA,1.01,1.0,1.01,1.0,0.97,0.93
146,Jefferson,County,WV,0.99,0.96,0.95,0.93,0.9,0.88
147,Juniata,County,PA,1.04,1.02,1.0,0.97,0.96,0.93
148,Kanawha,County,WV,0.97,0.97,0.95,0.94,0.92,0.91
149,Kent,County,DE,1.0,0.98,0.96,0.91,0.88,0.84
150,Kent,County,MD,0.99,0.98,0.95,0.91,0.87,0.83
151,King George,County,VA,0.98,0.92,0.89,0.87,0.84,0.79
152,King William,County,VA,1.0,0.97,0.96,0.93,0.87,0.82
153,King and Queen,County,VA,0.98,0.96,0.93,0.88,0.84,0.79
154,Lackawanna,County,PA,1.02,1.02,0.99,0.97,0.94,0.9
155,Lancaster,County,PA,1.01,1.0,0.98,0.96,0.93,0.9
156,Lancaster,County,VA,0.99,0.94,0.9,0.84,0.8,0.76
157,Lawrence,County,PA,0.99,0.99,0.99,0.97,0.94,0.91
158,Lebanon,County,PA,1.0,0.99,0.98,0.96,0.92,0.89
159,Lee,County,VA,1.0,0.98,0.97,0.96,0.95,0.9
160,Lehigh,County,PA,1.02,1.0,0.99,0.99,0.96,0.92
161,Lewis,County,WV,1.02,1.01,1.0,0.98,0.96,0.93
162,Lexington,City,VA,1.02,0.98,0.98,0.93,0.9,0.86
163,Lincoln,County,WV,1.0,1.0,1.0,0.97,0.93,0.91
164,Livingston,County,NY,1.02,0.98,0.99,0.99,1.0,0.99
165,Logan,County,WV,1.01,1.01,1.0,1.0,0.98,0.95
166,Loudoun,County,VA,1.0,0.98,0.97,0.94,0.91,0.89
167,Louisa,County,VA,0.98,0.97,0.96,0.91,0.87,0.85
168,Lunenburg,County,VA,1.02,1.01,0.96,0.92,0.9,0.89
169,Luzerne,County,PA,1.02,1.02,1.02,1.01,0.99,0.97
170,Lycoming,County,PA,1.02,1.01,1.0,0.99,0.97,0.96
171,Lynchburg,City,VA,1.03,1.02,1.0,0.97,0.95,0.92
172,Madison,County,NY,1.0,0.98,0.96,0.94,0.92,0.9
173,Madison,County,VA,1.0,0.96,0.93,0.9,0.88,0.85
174,Manassas,City,VA,0.99,0.98,0.96,0.94,0.92,0.89
175,Manassas Park,City,VA,0.99,0.97,0.96,0.93,0.92,0.89
176,Marion,County,WV,0.97,0.97,0.96,0.94,0.91,0.88
177,Marshall,County,WV,1.02,1.02,1.0,0.97,0.93,0.88
178,Martinsville,City,VA,1.0,0.96,0.93,0.9,0.87,0.83
179,Mason,County,WV,1.02,1.01,1.0,1.0,0.99,0.96
180,Mathews,County,VA,0.98,0.94,0.91,0.85,0.79,0.75
181,McDowell,County,WV,1.0,0.99,0.99,0.99,0.98,0.97
182,McKean,County,PA,1.01,1.01,0.99,0.96,0.93,0.89
183,Mecklenburg,County,VA,1.02,1.02,0.98,0.96,0.95,0.92
184,Mercer,County,NJ,0.98,0.99,0.96,0.94,0.92,0.87
185,Mercer,County,PA,1.01,1.0,1.0,0.99,0.97,0.94
186,Mercer,County,WV,0.99,1.0,0.99,0.99,0.99,0.98
187,Middlesex,County,VA,0.99,0.96,0.91,0.86,0.81,0.77
188,Mifflin,County,PA,1.05,1.04,1.02,0.98,0.95,0.91
189,Mineral,County,WV,1.0,0.99,0.99,1.0,1.0,0.98
190,Mingo,County,WV,1.01,1.02,1.02,1.01,1.01,1.0
191,Monmouth,County,NJ,1.0,0.98,0.97,0.93,0.92,0.89
192,Monongalia,County,WV,0.97,0.98,0.99,0.98,0.97,0.97
193,Monroe,County,PA,1.03,1.02,1.01,0.98,0.97,0.95
194,Monroe,County,WV,0.98,0.97,0.97,0.96,0.96,0.94
195,Montgomery,County,MD,1.0,0.99,0.98,0.97,0.94,0.93
196,Montgomery,County,NY,1.01,1.0,1.0,0.98,0.94,0.91
197,Montgomery,County,PA,1.01,1.0,0.99,0.97,0.95,0.92
198,Montgomery,County,VA,1.03,1.01,1.0,0.98,0.97,0.96
199,Montour,County,PA,1.01,1.01,1.0,0.98,0.96,0.92
200,Morgan,County,WV,0.99,0.96,0.94,0.93,0.9,0.87
201,Morris,County,NJ,1.02,0.99,0.98,0.93,0.91,0.87
202,Nassau,County,NY,0.98,0.99,0.98,0.96,0.94,0.91
203,Nelson,County,VA,0.98,0.95,0.92,0.89,0.86,0.82
204,New Castle,County,DE,0.99,0.97,0.96,0.94,0.91,0.9
205,New Kent,County,VA,0.99,0.97,0.95,0.91,0.88,0.85
206,New York,County,NY,1.0,0.97,0.93,0.89,0.84,0.8
207,Newport News,City,VA,0.99,0.97,0.93,0.9,0.86,0.81
208,Nicholas,County,WV,1.01,1.0,0.97,0.95,0.92,0.88
209,Norfolk,City,VA,0.99,0.94,0.92,0.88,0.85,0.8
210,Northampton,County,PA,1.0,0.99,0.99,0.96,0.93,0.89
211,Northampton,County,VA,1.0,0.95,0.92,0.89,0.86,0.81
212,Northumberland,County,PA,1.0,1.0,0.99,0.98,0.94,0.93
213,Northumberland,County,VA,0.97,0.9,0.86,0.83,0.79,0.74
214,Norton,City,VA,0.99,0.98,0.96,0.92,0.88,0.83
215,Nottoway,County,VA,0.99,0.98,0.96,0.93,0.9,0.86
216,Ocean,County,NJ,1.01,1.01,0.99,0.98,0.96,0.94
217,Ohio,County,WV,1.0,1.0,0.98,0.97,0.94,0.87
218,Oneida,County,NY,1.02,1.0,0.98,0.96,0.93,0.91
219,Onondaga,County,NY,1.0,0.99,0.98,0.95,0.92,0.9
220,Ontario,County,NY,0.99,0.99,0.99,0.99,0.99,0.99
221,Orange,County,NY,1.0,0.99,0.98,0.98,0.95,0.92
222,Orange,County,VA,1.01,0.96,0.94,0.93,0.93,0.93
223,Otsego,County,NY,1.0,1.0,0.98,0.97,0.94,0.93
224,Page,County,VA,1.0,0.99,0.98,0.94,0.9,0.86
225,Patrick,County,VA,1.02,0.99,0.99,0.97,0.96,0.93
226,Pendleton,County,WV,1.02,0.99,0.97,0.93,0.91,0.87
227,Perry,County,PA,1.0,0.97,0.97,0.93,0.9,0.88
228,Petersburg,City,VA,0.95,0.9,0.88,0.88,0.87,0.83
229,Philadelphia,County,PA,1.0,0.99,0.98,0.96,0.96,0.93
230,Pike,County,PA,1.0,1.0,1.0,1.0,0.99,0.96
231,Pittsylvania,County,VA,1.03,1.01,1.0,0.97,0.97,0.97
232,Pleasants,County,WV,1.02,1.0,0.99,0.95,0.93,0.9
233,Pocahontas,County,WV,1.02,1.0,0.99,0.97,0.95,0.94
234,Poquoson,City,VA,0.99,0.97,0.94,0.9,0.87,0.84
235,Portsmouth,City,VA,1.01,0.96,0.93,0.88,0.84,0.78
236,Potter,County,PA,1.01,1.0,0.99,0.98,0.96,0.94
237,Powhatan,County,VA,0.94,0.88,0.87,0.87,0.85,0.84
238,Preston,County,WV,1.01,1.0,1.0,0.99,0.98,0.96
239,Prince Edward,County,VA,1.02,1.0,0.99,0.97,0.94,0.91
240,Prince George,County,VA,0.97,0.94,0.92,0.9,0.89,0.87
241,Prince George's,County,MD,1.0,0.98,0.97,0.95,0.92,0.91
242,Prince William,County,VA,1.01,0.99,0.97,0.94,0.92,0.89
243,Pulaski,County,VA,1.04,1.03,1.02,1.02,1.02,1.0
244,Putnam,County,WV,1.0,1.0,0.98,0.97,0.94,0.9
245,Queen Anne's,County,MD,1.02,0.98,0.95,0.91,0.87,0.83
246,Radford,City,VA,1.03,1.01,0.99,0.99,0.99,0.96
247,Raleigh,County,WV,1.02,1.01,0.98,0.95,0.92,0.9
248,Randolph,County,WV,1.01,1.01,1.0,0.98,0.96,0.95
249,Rappahannock,County,VA,0.99,0.97,0.96,0.93,0.9,0.87
250,Richmond,County,NY,1.0,0.97,0.93,0.89,0.84,0.8
251,Richmond,County,VA,0.95,0.88,0.84,0.81,0.8,0.77
252,Richmond,City,VA,1.0,0.98,0.96,0.93,0.9,0.85
253,Ritchie,County,WV,1.03,1.03,1.01,0.98,0.95,0.92
254,Roane,County,WV,1.01,1.02,1.0,0.99,0.96,0.93
255,Roanoke,County,VA,1.01,1.01,1.01,0.99,0.98,0.95
256,Roanoke,City,VA,1.01,0.99,0.96,0.95,0.95,0.93
257,Rockbridge,County,VA,1.01,0.99,0.98,0.96,0.95,0.91
258,Rockingham,County,VA,0.99,0.98,0.96,0.93,0.88,0.84
259,Russell,County,VA,1.0,0.99,0.99,0.97,0.95,0.94
260,Salem,County,NJ,0.99,0.98,0.97,0.96,0.95,0.94
261,Salem,City,VA,1.0,0.98,0.96,0.96,0.96,0.94
262,Schoharie,County,NY,1.02,0.99,0.97,0.95,0.92,0.9
263,Schuyler,County,NY,1.01,1.01,1.02,1.02,1.02,1.01
264,Schuylkill,County,PA,1.01,0.99,0.98,0.97,0.96,0.93
265,Scott,County,VA,1.01,1.0,0.99,0.96,0.94,0.9
266,Shenandoah,County,VA,1.01,0.99,0.97,0.95,0.91,0.89
267,Smyth,County,VA,1.02,1.01,1.0,0.98,0.97,0.95
268,Snyder,County,PA,1.01,1.0,1.0,0.97,0.93,0.89
269,Somerset,County,MD,0.98,1.0,0.99,0.95,0.89,0.85
270,Somerset,County,PA,1.02,1.01,1.01,1.0,1.0,1.0
271,Southampton,County,VA,0.99,0.98,0.95,0.96,0.95,0.93
272,Spotsylvania,County,VA,1.01,0.98,0.94,0.9,0.87,0.83
273,St. Mary's,County,MD,1.0,0.95,0.91,0.86,0.84,0.8
274,Stafford,County,VA,0.99,0.96,0.94,0.89,0.86,0.82
275,Staunton,City,VA,0.96,0.93,0.91,0.89,0.87,0.85
276,Steuben,County,NY,1.03,1.03,1.02,0.99,0.96,0.93
277,Suffolk,City,VA,0.99,0.97,0.95,0.93,0.92,0.86
278,Sullivan,County,NY,1.02,1.02,1.01,0.98,0.97,0.96
279,Sullivan,County,PA,1.0,0.98,0.96,0.93,0.92,0.91
280,Summers,County,WV,1.01,1.0,1.0,0.98,0.94,0.9
281,Surry,County,VA,0.99,0.97,0.93,0.91,0.88,0.81
282,Susquehanna,County,PA,1.02,1.0,1.02,1.03,1.02,1.0
283,Sussex,County,DE,1.0,0.98,0.96,0.93,0.9,0.87
284,Sussex,County,NJ,1.0,1.0,0.98,0.97,0.94,0.9
285,Sussex,County,VA,0.98,0.98,0.98,0.95,0.92,0.89
286,Talbot,County,MD,0.97,0.94,0.93,0.89,0.87,0.84
287,Taylor,County,WV,1.0,1.0,1.0,0.98,0.96,0.94
288,Tazewell,County,VA,1.01,1.01,1.0,0.99,0.97,0.96
289,Tioga,County,NY,1.0,0.99,0.99,0.99,0.99,0.99
290,Tioga,County,PA,1.03,1.01,0.99,0.98,0.95,0.93
291,Tompkins,County,NY,1.03,1.01,1.01,0.99,0.99,1.0
292,Tucker,County,WV,0.98,0.99,0.98,0.97,0.96,0.94
293,Tyler,County,WV,0.96,0.95,0.95,0.94,0.91,0.89
294,Ulster,County,NY,1.01,1.02,1.01,0.99,0.97,0.97
295,Union,County,PA,0.99,0.99,0.98,0.98,0.97,0.96
296,Upshur,County,WV,1.0,0.99,0.98,0.96,0.94,0.92
297,Venango,County,PA,1.04,1.04,1.02,0.98,0.94,0.89
298,Virginia Beach,City,VA,0.96,0.94,0.94,0.92,0.89,0.85
299,Warren,County,NJ,1.02,1.0,0.99,0.95,0.91,0.86
300,Warren,County,PA,1.01,1.02,1.01,1.0,0.97,0.95
301,Warren,County,VA,1.01,0.98,0.97,0.94,0.9,0.88
302,Washington,County,MD,1.0,1.0,0.98,0.92,0.88,0.85
303,Washington,County,PA,1.02,1.01,1.0,0.98,0.96,0.93
304,Washington,County,VA,1.0,0.99,0.98,0.96,0.95,0.94
305,Wayne,County,PA,1.02,1.01,1.01,0.99,0.97,0.95
306,Wayne,County,WV,1.01,1.01,1.0,0.98,0.96,0.93
307,Waynesboro,City,VA,0.98,0.92,0.9,0.89,0.86,0.84
308,Webster,County,WV,1.0,0.99,0.98,0.96,0.93,0.91
309,Westchester,County,NY,0.99,0.98,0.97,0.95,0.92,0.88
310,Westmoreland,County,PA,1.01,0.99,0.99,0.96,0.94,0.93
311,Westmoreland,County,VA,0.96,0.91,0.86,0.84,0.83,0.8
312,Wetzel,County,WV,1.0,1.0,1.0,0.98,0.95,0.91
313,Wicomico,County,MD,1.01,1.0,0.97,0.93,0.92,0.87
314,Williamsburg,City,VA,0.97,0.94,0.9,0.83,0.77,0.68
315,Winchester,City,VA,1.01,0.99,0.95,0.92,0.88,0.84
316,Wirt,County,WV,1.04,1.03,1.01,0.98,0.95,0.9
317,Wise,County,VA,1.0,0.99,0.98,0.95,0.92,0.86
318,Wood,County,WV,1.02,1.02,1.0,0.97,0.94,0.9
319,Worcester,County,MD,0.99,0.96,0.95,0.93,0.9,0.86
320,Wyoming,County,PA,1.03,1.03,1.02,1.0,0.97,0.95
321,Wyoming,County,WV,1.0,0.98,0.97,0.98,0.97,0.97
322,Wythe,County,VA,1.02,1.01,1.01,1.0,0.99,0.97
323,Yates,County,NY,1.03,1.0,0.99,0.98,0.96,0.95
324,York,County,PA,1.0,0.99,0.97,0.95,0.93,0.91
325,York,County,VA,0.99,0.96,0.93,0.88,0.83,0.78
