,NAME,TYPE,STATE,2-yr,5-yr,10-yr,25-yr,50-yr,100-yr
270,Somerset,County,PA,1.1,1.1,1.08,1.08,1.06,1.03
271,Southampton,County,VA,1.03,1.03,1.03,1.02,1.0,0.99
272,Spotsylvania,County,VA,1.08,1.05,1.03,0.98,0.94,0.92
273,St. Mary's,County,MD,1.06,1.04,1.01,0.98,0.94,0.9
274,Stafford,County,VA,1.08,1.04,1.03,0.98,0.95,0.91
275,Staunton,City,VA,1.06,1.04,1.01,0.97,0.94,0.89
276,Steuben,County,NY,1.1,1.08,1.06,1.04,1.02,0.98
277,Suffolk,City,VA,1.07,1.07,1.04,1.04,1.04,1.04
278,Sullivan,County,NY,1.09,1.1,1.08,1.06,1.05,1.04
279,Sullivan,County,PA,1.09,1.07,1.06,1.03,1.01,0.98
280,Summers,County,WV,1.08,1.08,1.08,1.06,1.03,1.0
281,Surry,County,VA,1.04,1.04,1.02,1.0,0.96,0.9
282,Susquehanna,County,PA,1.08,1.06,1.07,1.06,1.05,1.04
283,Sussex,County,DE,1.06,1.06,1.05,1.02,1.0,0.98
284,Sussex,County,NJ,1.07,1.08,1.06,1.03,1.0,0.97
285,Sussex,County,VA,1.03,1.04,1.04,1.02,0.99,0.95
286,Talbot,County,MD,1.04,1.01,0.99,0.96,0.93,0.89
287,Taylor,County,WV,1.07,1.08,1.06,1.02,0.98,0.92
288,Tazewell,County,VA,1.09,1.07,1.06,1.05,1.02,1.0
289,Tioga,County,NY,1.07,1.05,1.04,1.02,1.0,0.97
290,Tioga,County,PA,1.11,1.09,1.08,1.06,1.03,1.01
291,Tompkins,County,NY,1.09,1.08,1.09,1.06,1.03,1.02
292,Tucker,County,WV,1.07,1.08,1.06,1.02,0.98,0.96
293,Tyler,County,WV,1.06,1.02,0.99,0.96,0.92,0.9
294,Ulster,County,NY,1.1,1.11,1.09,1.07,1.05,1.03
295,Union,County,PA,1.1,1.11,1.1,1.06,1.04,1.03
296,Upshur,County,WV,1.05,1.06,1.06,1.04,1.02,1.01
297,Venango,County,PA,1.07,1.05,1.03,1.02,0.99,0.97
298,Virginia Beach,City,VA,1.04,1.03,1.02,1.02,0.98,0.97
299,Warren,County,NJ,1.09,1.09,1.08,1.05,1.0,0.93
300,Warren,County,PA,1.04,1.01,1.0,0.98,0.97,0.95
301,Warren,County,VA,1.1,1.08,1.09,1.06,1.02,0.96
302,Washington,County,MD,1.11,1.08,1.06,1.03,1.0,0.97
303,Washington,County,PA,1.07,1.07,1.07,1.03,1.01,0.99
304,Washington,County,VA,1.08,1.06,1.04,1.03,1.02,1.0
305,Wayne,County,PA,1.07,1.06,1.05,1.01,1.0,1.0
306,Wayne,County,WV,1.06,1.06,1.06,1.06,1.05,1.04
307,Waynesboro,City,VA,1.1,1.07,1.04,0.99,0.95,0.87
308,Webster,County,WV,1.05,1.03,1.01,0.99,0.97,0.95
309,Westchester,County,NY,1.1,1.07,1.06,1.04,1.0,0.97
310,Westmoreland,County,PA,1.08,1.06,1.06,1.04,1.02,1.0
311,Westmoreland,County,VA,1.05,1.02,0.98,0.95,0.92,0.89
312,Wetzel,County,WV,1.12,1.09,1.07,1.03,0.99,0.95
313,Wicomico,County,MD,1.06,1.04,1.05,1.04,1.02,0.97
314,Williamsburg,City,VA,1.01,0.99,0.96,0.93,0.87,0.82
315,Winchester,City,VA,1.12,1.1,1.08,1.05,1.02,0.95
316,Wirt,County,WV,1.13,1.12,1.11,1.09,1.06,1.02
317,Wise,County,VA,1.08,1.08,1.08,1.08,1.05,1.02
318,Wood,County,WV,1.09,1.06,1.03,1.0,0.97,0.95
319,Worcester,County,MD,1.06,1.04,1.05,1.02,1.0,0.96
320,Wyoming,County,PA,1.1,1.11,1.1,1.09,1.09,1.09
321,Wyoming,County,WV,1.09,1.1,1.08,1.04,1.02,0.99
322,Wythe,County,VA,1.09,1.07,1.05,1.03,1.02,0.99
323,Yates,County,NY,1.09,1.05,1.03,1.01,1.0,0.97
324,York,County,PA,1.06,1.06,1.05,1.02,0.99,0.96
325,York,County,VA,1.04,1.02,1.01,0.98,0.94,0.9
