,NAME,TYPE,STATE,2-yr,5-yr,10-yr,25-yr,50-yr,100-yr
0,Accomack,County,VA,1.05,1.05,1.03,1.02,0.99,0.96
1,Adams,County,PA,1.09,1.06,1.04,0.97,0.91,0.86
2,Albemarle,County,VA,1.11,1.04,1.01,0.97,0.95,0.93
3,Alexandria,City,VA,1.03,1.01,0.96,0.91,0.89,0.86
4,Allegany,County,MD,1.11,1.1,1.1,1.06,1.03,0.98
5,Allegany,County,NY,1.1,1.06,1.04,1.01,0.99,0.96
6,Alleghany,County,VA,1.07,1.07,1.07,1.04,1.01,0.96
7,Allegheny,County,PA,1.05,1.04,1.04,1.03,1.01,0.99
8,Amelia,County,VA,1.04,1.01,1.0,1.0,1.0,0.98
9,Amherst,County,VA,1.09,1.07,1.05,1.03,1.02,0.99
10,Anne Arundel,County,MD,1.06,1.04,1.01,0.98,0.94,0.91
11,Appomattox,County,VA,1.08,1.05,1.05,1.04,1.0,0.97
12,Arlington,County,VA,1.05,1.02,1.0,0.95,0.92,0.89
13,Armstrong,County,PA,1.08,1.07,1.07,1.05,1.02,1.0
14,Atlantic,County,NJ,1.1,1.09,1.08,1.05,1.01,0.97
15,Augusta,County,VA,1.09,1.06,1.04,1.0,0.96,0.9
16,Baltimore,County,MD,1.05,1.04,1.03,1.01,0.99,0.96
17,Baltimore,County,MD,1.04,1.04,1.01,0.98,0.95,0.9
18,Barbour,County,WV,1.05,1.06,1.05,1.01,0.97,0.94
19,Bath,County,VA,1.11,1.08,1.06,1.04,1.01,0.98
20,Beaver,County,PA,1.09,1.08,1.06,1.0,0.95,0.91
21,Bedford,County,PA,1.12,1.13,1.12,1.09,1.06,1.01
22,Bedford,County,VA,1.08,1.09,1.09,1.08,1.07,1.04
23,Berkeley,County,WV,1.11,1.09,1.08,1.05,1.03,0.99
24,Berks,County,PA,1.06,1.05,1.03,1.01,0.98,0.93
25,Blair,County,PA,1.12,1.11,1.08,1.06,1.03,1.0
26,Bland,County,VA,1.07,1.05,1.04,1.02,0.99,0.97
27,Boone,County,WV,1.09,1.08,1.07,1.04,1.01,0.98
28,Botetourt,County,VA,1.09,1.08,1.08,1.08,1.08,1.06
29,Bradford,County,PA,1.07,1.06,1.06,1.04,1.01,0.98
30,Braxton,County,WV,1.07,1.06,1.05,1.01,0.97,0.93
31,Bristol,City,VA,1.09,1.09,1.08,1.07,1.04,1.01
32,Bronx,County,NY,1.08,1.08,1.07,1.03,0.98,0.91
33,Brooke,County,WV,1.07,1.06,1.05,1.0,0.96,0.91
34,Broome,County,NY,1.06,1.05,1.03,1.02,1.01,1.0
35,Brunswick,County,VA,1.08,1.06,1.04,1.02,1.01,0.97
36,Buchanan,County,VA,1.08,1.06,1.05,1.01,0.99,0.95
37,Buckingham,County,VA,1.06,1.05,1.04,1.03,1.0,0.99
38,Bucks,County,PA,1.06,1.06,1.05,1.02,1.0,0.98
39,Buena Vista,City,VA,1.08,1.06,1.03,1.0,0.96,0.92
40,Burlington,County,NJ,1.06,1.05,1.04,1.03,1.01,0.98
41,Butler,County,PA,1.08,1.06,1.06,1.05,1.0,0.95
42,Cabell,County,WV,1.06,1.06,1.05,1.02,1.0,0.97
43,Calhoun,County,WV,1.09,1.09,1.07,1.02,0.98,0.94
44,Calvert,County,MD,1.05,1.04,1.03,0.98,0.95,0.92
45,Cambria,County,PA,1.09,1.08,1.05,1.03,0.99,0.97
46,Camden,County,NJ,1.06,1.05,1.04,1.01,0.99,0.97
47,Cameron,County,PA,1.07,1.05,1.05,1.04,1.02,1.0
48,Campbell,County,VA,1.08,1.07,1.06,1.05,1.03,1.01
49,Cape May,County,NJ,1.08,1.08,1.07,1.04,1.03,0.99
50,Carbon,County,PA,1.1,1.08,1.06,1.02,0.99,0.96
51,Caroline,County,MD,1.05,1.07,1.04,1.03,0.99,0.95
52,Caroline,County,VA,1.07,1.04,1.01,0.99,0.95,0.91
53,Carroll,County,MD,1.08,1.06,1.06,1.02,0.98,0.94
54,Carroll,County,VA,1.11,1.09,1.07,1.06,1.04,1.03
55,Cecil,County,MD,1.09,1.07,1.05,1.0,0.95,0.91
56,Centre,County,PA,1.11,1.08,1.07,1.06,1.03,1.0
57,Charles,County,MD,1.05,1.03,1.0,0.97,0.93,0.87
58,Charles City,County,VA,1.07,1.04,1.04,1.0,0.96,0.91
59,Charlotte,County,VA,1.07,1.07,1.07,1.06,1.04,1.02
60,Charlottesville,City,VA,1.09,1.03,1.01,0.96,0.94,0.92
61,Chemung,County,NY,1.08,1.08,1.07,1.05,1.04,1.01
62,Chenango,County,NY,1.08,1.06,1.05,1.03,1.01,0.98
63,Chesapeake,City,VA,1.05,1.06,1.05,1.03,1.03,1.02
64,Chester,County,PA,1.07,1.07,1.04,1.01,0.97,0.95
65,Chesterfield,County,VA,1.05,1.02,1.01,1.0,0.97,0.94
66,Clarion,County,PA,1.07,1.06,1.06,1.05,1.04,1.0
67,Clarke,County,VA,1.11,1.1,1.08,1.02,0.97,0.91
68,Clay,County,WV,1.05,1.04,1.03,0.99,0.95,0.9
69,Clearfield,County,PA,1.1,1.09,1.08,1.05,1.02,1.01
70,Clinton,County,PA,1.11,1.07,1.06,1.05,1.03,0.98
71,Colonial Heights,City,VA,1.05,1.05,1.05,1.01,0.98,0.93
72,Columbia,County,PA,1.11,1.09,1.08,1.05,1.03,1.03
73,Cortland,County,NY,1.08,1.08,1.08,1.05,1.02,0.99
74,Covington,City,VA,1.05,1.05,1.04,1.01,0.98,0.98
75,Craig,County,VA,1.09,1.1,1.1,1.08,1.06,1.04
76,Crawford,County,PA,1.05,1.04,1.01,1.0,1.0,0.98
77,Culpeper,County,VA,1.1,1.07,1.06,1.05,1.0,0.96
78,Cumberland,County,NJ,1.08,1.09,1.07,1.04,1.01,0.95
79,Cumberland,County,PA,1.13,1.12,1.09,1.05,1.02,0.97
80,Cumberland,County,VA,1.06,1.05,1.05,1.04,1.01,0.99
81,Danville,City,VA,1.09,1.04,1.02,0.99,0.97,0.95
82,Dauphin,County,PA,1.11,1.07,1.06,1.02,1.0,0.98
83,Delaware,County,NY,1.1,1.1,1.1,1.08,1.06,1.03
84,Delaware,County,PA,1.06,1.05,1.02,0.99,0.97,0.95
85,Dickenson,County,VA,1.06,1.04,1.02,1.02,1.0,0.99
86,Dinwiddie,County,VA,1.06,1.07,1.06,1.03,1.01,0.97
87,District of Columbia,County,DC,1.04,1.01,1.0,0.97,0.95,0.93
88,Doddridge,County,WV,1.05,1.05,1.04,0.99,0.96,0.92
89,Dorchester,County,MD,1.05,1.01,0.99,0.95,0.92,0.89
90,Elk,County,PA,1.02,0.98,0.97,0.96,0.95,0.92
91,Emporia,City,VA,1.0,0.99,0.98,0.96,0.94,0.89
92,Erie,County,PA,1.06,1.04,1.03,1.02,1.0,0.99
93,Essex,County,VA,1.05,1.03,1.0,0.96,0.93,0.9
94,Fairfax,County,VA,1.06,1.03,1.02,1.0,0.99,0.97
95,Fairfax,City,VA,1.03,1.02,1.02,1.0,0.96,0.92
96,Falls Church,City,VA,1.05,1.02,1.01,0.99,0.96,0.94
97,Fauquier,County,VA,1.1,1.08,1.06,1.01,0.96,0.9
98,Fayette,County,PA,1.07,1.06,1.06,1.05,1.04,1.0
99,Fayette,County,WV,1.08,1.07,1.06,1.05,1.03,0.97
100,Floyd,County,VA,1.09,1.04,1.01,0.98,0.96,0.96
101,Fluvanna,County,VA,1.06,1.06,1.01,0.97,0.92,0.87
102,Forest,County,PA,1.04,1.0,0.98,0.96,0.95,0.92
103,Franklin,County,PA,1.12,1.1,1.09,1.06,1.03,1.0
104,Franklin,County,VA,1.08,1.04,1.03,1.02,1.01,1.0
105,Franklin,City,VA,1.07,1.07,1.06,1.03,1.01,1.02
106,Frederick,County,MD,1.09,1.08,1.07,1.03,0.98,0.94
107,Frederick,County,VA,1.12,1.12,1.1,1.07,1.03,0.97
108,Fredericksburg,City,VA,1.03,1.04,1.03,0.96,0.91,0.85
109,Fulton,County,PA,1.12,1.12,1.1,1.04,1.02,0.99
110,Galax,City,VA,1.05,1.0,0.96,0.92,0.89,0.88
111,Garrett,County,MD,1.08,1.08,1.07,1.04,1.01,0.98
112,Giles,County,VA,1.1,1.1,1.09,1.06,1.04,1.01
113,Gilmer,County,WV,1.11,1.09,1.07,1.03,0.99,0.93
114,Gloucester,County,NJ,1.06,1.05,1.04,1.01,0.99,0.95
115,Gloucester,County,VA,1.06,1.02,1.0,0.98,0.95,0.9
116,Goochland,County,VA,1.04,1.02,0.97,0.91,0.88,0.85
117,Grant,County,WV,1.07,1.05,1.05,1.04,1.01,0.99
118,Grayson,County,VA,1.11,1.08,1.05,1.04,1.03,1.0
119,Greenbrier,County,WV,1.09,1.09,1.07,1.03,1.02,0.99
120,Greene,County,NY,1.11,1.11,1.09,1.06,1.02,0.98
121,Greene,County,PA,1.1,1.1,1.08,1.05,1.03,1.0
122,Greene,County,VA,1.12,1.1,1.06,1.02,0.98,0.95
123,Greensville,County,VA,1.02,1.01,0.99,0.98,0.96,0.93
124,Halifax,County,VA,1.07,1.08,1.08,1.07,1.06,1.04
125,Hampshire,County,WV,1.13,1.12,1.12,1.1,1.06,1.02
126,Hampton,City,VA,1.07,1.06,1.04,1.02,0.99,0.94
127,Hancock,County,WV,1.08,1.07,1.05,1.01,0.95,0.9
128,Hanover,County,VA,1.07,1.04,1.02,1.01,0.98,0.95
129,Hardy,County,WV,1.11,1.09,1.07,1.04,1.01,1.0
130,Harford,County,MD,1.06,1.06,1.02,0.99,0.95,0.9
131,Harrison,County,WV,1.09,1.07,1.04,1.01,1.0,0.94
132,Harrisonburg,City,VA,1.06,1.03,1.0,0.98,0.92,0.86
133,Henrico,County,VA,1.08,1.06,1.04,0.99,0.96,0.93
134,Henry,County,VA,1.04,1.03,1.03,1.02,0.99,0.99
135,Herkimer,County,NY,1.04,1.03,1.02,1.0,0.97,0.95
136,Highland,County,VA,1.1,1.08,1.07,1.04,1.01,1.0
137,Hopewell,City,VA,1.01,1.01,0.99,0.96,0.93,0.89
138,Howard,County,MD,1.05,1.04,1.03,1.01,0.97,0.93
139,Hunterdon,County,NJ,1.09,1.06,1.04,1.01,0.97,0.94
140,Huntingdon,County,PA,1.13,1.13,1.11,1.07,1.04,1.0
141,Indiana,County,PA,1.05,1.05,1.06,1.05,1.04,1.03
142,Isle of Wight,County,VA,1.08,1.07,1.05,1.03,1.02,1.0
143,Jackson,County,WV,1.07,1.08,1.06,1.03,1.01,0.98
144,James City,County,VA,1.03,1.01,0.99,0.96,0.91,0.84
145,Jefferson,County,PA,1.06,1.06,1.06,1.04,1.03,1.02
146,Jefferson,County,WV,1.1,1.07,1.06,1.02,0.98,0.94
147,Juniata,County,PA,1.13,1.11,1.09,1.07,1.03,0.98
148,Kanawha,County,WV,1.03,1.01,1.01,1.0,0.99,0.96
149,Kent,County,DE,1.07,1.06,1.05,1.03,1.0,0.95
150,Kent,County,MD,1.06,1.03,1.01,0.97,0.94,0.9
151,King George,County,VA,1.03,1.0,0.98,0.95,0.93,0.89
152,King William,County,VA,1.06,1.05,1.03,0.99,0.96,0.94
153,King and Queen,County,VA,1.07,1.02,1.0,0.96,0.94,0.9
154,Lackawanna,County,PA,1.11,1.1,1.08,1.05,1.02,1.0
155,Lancaster,County,PA,1.09,1.05,1.06,1.04,0.99,0.94
156,Lancaster,County,VA,1.05,1.03,1.01,0.97,0.93,0.9
157,Lawrence,County,PA,1.07,1.04,1.02,0.99,0.95,0.91
158,Lebanon,County,PA,1.06,1.05,1.02,0.98,0.95,0.9
159,Lee,County,VA,1.11,1.13,1.11,1.11,1.09,1.08
160,Lehigh,County,PA,1.09,1.08,1.06,1.04,1.01,0.97
161,Lewis,County,WV,1.07,1.07,1.06,1.05,1.03,0.99
162,Lexington,City,VA,1.09,1.07,1.05,1.02,0.99,0.93
163,Lincoln,County,WV,1.07,1.06,1.05,1.04,1.03,0.98
164,Livingston,County,NY,1.09,1.06,1.04,1.01,0.98,0.97
165,Logan,County,WV,1.08,1.08,1.07,1.06,1.02,0.99
166,Loudoun,County,VA,1.09,1.09,1.08,1.05,1.03,0.98
167,Louisa,County,VA,1.08,1.08,1.05,1.0,0.95,0.91
168,Lunenburg,County,VA,1.09,1.07,1.07,1.04,1.01,0.96
169,Luzerne,County,PA,1.12,1.11,1.1,1.07,1.05,1.02
170,Lycoming,County,PA,1.11,1.09,1.08,1.06,1.04,1.03
171,Lynchburg,City,VA,1.06,1.07,1.06,1.04,1.0,0.98
172,Madison,County,NY,1.06,1.05,1.02,0.99,0.96,0.91
173,Madison,County,VA,1.1,1.09,1.05,1.01,0.98,0.94
174,Manassas,City,VA,1.02,1.0,1.0,0.99,0.99,0.97
175,Manassas Park,City,VA,1.02,0.99,0.99,0.98,0.97,0.96
176,Marion,County,WV,1.08,1.06,1.04,1.01,1.0,0.97
177,Marshall,County,WV,1.11,1.08,1.06,1.01,0.96,0.9
178,Martinsville,City,VA,1.06,1.02,1.0,0.99,0.98,0.96
179,Mason,County,WV,1.1,1.08,1.07,1.03,1.02,0.97
180,Mathews,County,VA,1.07,1.03,1.01,0.99,0.96,0.94
181,McDowell,County,WV,1.1,1.09,1.07,1.04,1.01,0.98
182,McKean,County,PA,1.06,1.03,1.0,0.97,0.94,0.92
183,Mecklenburg,County,VA,1.06,1.07,1.07,1.05,1.03,1.01
184,Mercer,County,NJ,1.04,1.03,1.01,0.98,0.94,0.9
185,Mercer,County,PA,1.07,1.03,1.03,1.02,0.99,0.95
186,Mercer,County,WV,1.08,1.07,1.07,1.04,1.01,0.98
187,Middlesex,County,VA,1.05,1.03,1.0,0.97,0.94,0.91
188,Mifflin,County,PA,1.11,1.12,1.12,1.09,1.04,1.0
189,Mineral,County,WV,1.09,1.1,1.09,1.06,1.03,0.98
190,Mingo,County,WV,1.09,1.1,1.09,1.07,1.05,1.04
191,Monmouth,County,NJ,1.06,1.06,1.03,1.01,0.97,0.93
192,Monongalia,County,WV,1.08,1.06,1.06,1.03,1.01,0.97
193,Monroe,County,PA,1.11,1.11,1.1,1.06,1.03,1.0
194,Monroe,County,WV,1.08,1.07,1.07,1.05,1.04,1.01
195,Montgomery,County,MD,1.08,1.06,1.04,1.01,0.99,0.97
196,Montgomery,County,NY,1.08,1.07,1.06,1.03,1.02,1.0
197,Montgomery,County,PA,1.07,1.08,1.08,1.05,1.01,0.99
198,Montgomery,County,VA,1.1,1.1,1.1,1.09,1.07,1.02
199,Montour,County,PA,1.13,1.1,1.06,1.02,1.0,0.99
200,Morgan,County,WV,1.11,1.1,1.09,1.07,1.02,0.97
201,Morris,County,NJ,1.12,1.09,1.07,1.04,1.0,0.96
202,Nassau,County,NY,1.09,1.07,1.08,1.07,1.04,0.97
203,Nelson,County,VA,1.08,1.05,1.03,0.98,0.95,0.91
204,New Castle,County,DE,1.08,1.08,1.06,1.03,0.98,0.94
205,New Kent,County,VA,1.07,1.06,1.03,1.0,0.96,0.94
206,New York,County,NY,1.08,1.07,1.06,0.99,0.93,0.86
207,Newport News,City,VA,1.08,1.06,1.04,1.01,0.97,0.93
208,Nicholas,County,WV,1.06,1.05,1.03,0.99,0.95,0.92
209,Norfolk,City,VA,1.04,1.02,1.01,1.0,0.99,0.95
210,Northampton,County,PA,1.09,1.08,1.05,1.02,0.98,0.94
211,Northampton,County,VA,1.05,1.04,1.01,0.97,0.95,0.93
212,Northumberland,County,PA,1.11,1.11,1.07,1.02,1.0,0.98
213,Northumberland,County,VA,1.05,1.0,0.97,0.95,0.92,0.89
214,Norton,City,VA,1.07,1.06,1.06,1.05,1.02,0.98
215,Nottoway,County,VA,1.07,1.04,1.04,1.03,1.02,1.01
216,Ocean,County,NJ,1.08,1.07,1.06,1.04,1.02,0.99
217,Ohio,County,WV,1.1,1.08,1.06,1.02,0.97,0.9
218,Oneida,County,NY,1.06,1.05,1.05,1.0,0.98,0.93
219,Onondaga,County,NY,1.08,1.08,1.08,1.05,1.01,0.97
220,Ontario,County,NY,1.06,1.05,1.04,1.02,1.0,0.98
221,Orange,County,NY,1.09,1.11,1.09,1.04,1.01,0.98
222,Orange,County,VA,1.1,1.08,1.06,1.05,1.04,1.02
223,Otsego,County,NY,1.09,1.06,1.06,1.04,1.01,0.98
224,Page,County,VA,1.11,1.08,1.05,1.01,0.98,0.94
225,Patrick,County,VA,1.05,1.02,1.02,1.0,0.98,0.95
226,Pendleton,County,WV,1.09,1.08,1.05,1.0,0.96,0.92
227,Perry,County,PA,1.14,1.12,1.1,1.05,1.01,0.94
228,Petersburg,City,VA,1.05,1.06,1.05,1.0,0.97,0.94
229,Philadelphia,County,PA,1.06,1.06,1.05,1.02,1.0,0.97
230,Pike,County,PA,1.09,1.05,1.03,1.0,0.97,0.97
231,Pittsylvania,County,VA,1.1,1.08,1.05,1.04,1.03,0.99
232,Pleasants,County,WV,1.08,1.04,1.01,0.99,0.95,0.92
233,Pocahontas,County,WV,1.08,1.07,1.07,1.06,1.03,1.02
234,Poquoson,City,VA,1.06,1.06,1.05,1.02,1.0,0.95
235,Portsmouth,City,VA,1.05,1.03,1.02,1.0,0.98,0.97
236,Potter,County,PA,1.11,1.08,1.06,1.03,1.01,0.96
237,Powhatan,County,VA,1.01,0.98,0.99,0.93,0.91,0.88
238,Preston,County,WV,1.08,1.07,1.05,1.03,1.01,0.97
239,Prince Edward,County,VA,1.06,1.07,1.07,1.05,1.03,0.99
240,Prince George,County,VA,1.04,1.05,1.05,1.0,0.96,0.91
241,Prince George's,County,MD,1.06,1.04,1.02,1.0,0.97,0.95
242,Prince William,County,VA,1.08,1.04,1.03,1.02,1.01,0.99
243,Pulaski,County,VA,1.11,1.1,1.08,1.09,1.08,1.06
244,Putnam,County,WV,1.07,1.06,1.05,1.03,1.0,0.96
245,Queen Anne's,County,MD,1.07,1.06,1.04,1.0,0.97,0.91
246,Radford,City,VA,1.1,1.1,1.08,1.07,1.05,1.02
247,Raleigh,County,WV,1.09,1.08,1.07,1.04,1.02,1.0
248,Randolph,County,WV,1.08,1.09,1.06,1.05,1.02,1.0
249,Rappahannock,County,VA,1.09,1.07,1.08,1.05,1.03,1.0
250,Richmond,County,NY,1.08,1.06,1.03,0.99,0.93,0.87
251,Richmond,County,VA,1.02,0.99,0.97,0.92,0.88,0.84
252,Richmond,City,VA,1.05,1.04,1.01,0.97,0.95,0.9
253,Ritchie,County,WV,1.09,1.09,1.09,1.08,1.05,1.03
254,Roane,County,WV,1.07,1.05,1.04,1.02,1.0,0.96
255,Roanoke,County,VA,1.08,1.09,1.09,1.06,1.04,1.01
256,Roanoke,City,VA,1.05,1.05,1.06,1.05,1.04,1.0
257,Rockbridge,County,VA,1.1,1.07,1.06,1.05,1.01,0.98
258,Rockingham,County,VA,1.1,1.09,1.05,0.99,0.95,0.91
259,Russell,County,VA,1.05,1.05,1.06,1.05,1.04,1.02
260,Salem,County,NJ,1.07,1.07,1.06,1.02,0.99,0.97
261,Salem,City,VA,1.09,1.07,1.07,1.06,1.04,1.01
262,Schoharie,County,NY,1.11,1.09,1.07,1.04,1.02,1.02
263,Schuyler,County,NY,1.08,1.08,1.06,1.04,1.03,0.99
264,Schuylkill,County,PA,1.1,1.09,1.07,1.02,0.98,0.94
265,Scott,County,VA,1.1,1.1,1.1,1.08,1.04,1.01
266,Shenandoah,County,VA,1.12,1.09,1.05,1.0,0.98,0.95
267,Smyth,County,VA,1.1,1.08,1.08,1.06,1.05,1.01
268,Snyder,County,PA,1.09,1.11,1.09,1.04,1.0,0.97
269,Somerset,County,MD,1.06,1.05,1.05,1.01,0.97,0.92
