,NAME,TYPE,STATE,2-yr,5-yr,10-yr,25-yr,50-yr,100-yr
0,Accomack,County,VA,1.1,1.1,1.09,1.09,1.09,1.09
1,Adams,County,PA,1.13,1.13,1.1,1.07,1.02,0.98
2,Albemarle,County,VA,1.15,1.13,1.13,1.12,1.1,1.06
3,Alexandria,City,VA,1.09,1.06,1.03,1.02,0.99,0.95
4,Allegany,County,MD,1.17,1.17,1.16,1.13,1.11,1.09
5,Allegany,County,NY,1.13,1.13,1.12,1.09,1.07,1.06
6,Alleghany,County,VA,1.12,1.12,1.12,1.12,1.11,1.09
7,Allegheny,County,PA,1.12,1.1,1.09,1.08,1.06,1.05
8,Amelia,County,VA,1.1,1.1,1.1,1.09,1.07,1.06
9,Amherst,County,VA,1.14,1.14,1.14,1.12,1.1,1.08
10,Anne Arundel,County,MD,1.09,1.07,1.06,1.03,1.01,1.0
11,Appomattox,County,VA,1.14,1.13,1.11,1.09,1.07,1.06
12,Arlington,County,VA,1.1,1.06,1.04,1.04,1.04,1.02
13,Armstrong,County,PA,1.12,1.12,1.1,1.09,1.08,1.08
14,Atlantic,County,NJ,1.15,1.15,1.12,1.11,1.1,1.07
15,Augusta,County,VA,1.15,1.16,1.12,1.08,1.06,1.04
16,Baltimore,County,MD,1.11,1.09,1.09,1.08,1.08,1.07
17,Baltimore,County,MD,1.1,1.08,1.05,1.02,1.01,1.0
18,Barbour,County,WV,1.1,1.1,1.1,1.09,1.08,1.04
19,Bath,County,VA,1.16,1.15,1.13,1.1,1.07,1.05
20,Beaver,County,PA,1.13,1.1,1.09,1.06,1.04,1.0
21,Bedford,County,PA,1.16,1.16,1.16,1.16,1.16,1.14
22,Bedford,County,VA,1.12,1.13,1.14,1.15,1.15,1.14
23,Berkeley,County,WV,1.15,1.14,1.13,1.11,1.08,1.06
24,Berks,County,PA,1.14,1.15,1.13,1.12,1.1,1.09
25,Blair,County,PA,1.16,1.15,1.14,1.14,1.13,1.13
26,Bland,County,VA,1.11,1.1,1.09,1.07,1.04,1.03
27,Boone,County,WV,1.12,1.11,1.11,1.09,1.07,1.06
28,Botetourt,County,VA,1.14,1.15,1.16,1.16,1.15,1.12
