,NAME,TYPE,STATE,2-yr,5-yr,10-yr,25-yr,50-yr,100-yr
0,Accomack,County,VA,1.03,1.02,1.02,1.01,0.99,0.96
1,Adams,County,PA,1.04,1.03,1.01,0.97,0.95,0.9
2,Albemarle,County,VA,1.05,1.03,1.03,1.03,1.02,1.0
3,Alexandria,City,VA,1.02,1.0,0.99,0.95,0.94,0.94
4,Allegany,County,MD,1.04,1.05,1.05,1.04,1.03,1.02
5,Allegany,County,NY,1.06,1.04,1.03,1.02,1.0,0.99
6,Alleghany,County,VA,1.03,1.03,1.04,1.05,1.04,1.05
7,Allegheny,County,PA,1.04,1.03,1.02,1.02,1.02,1.02
8,Amelia,County,VA,1.01,1.02,1.0,0.99,0.98,0.94
9,Amherst,County,VA,1.04,1.02,1.01,1.02,1.03,1.02
10,Anne Arundel,County,MD,1.03,1.02,1.01,0.98,0.96,0.95
11,Appomattox,County,VA,1.06,1.04,1.02,1.01,1.01,1.01
12,Arlington,County,VA,1.03,1.0,0.99,0.97,0.96,0.95
13,Armstrong,County,PA,1.05,1.06,1.04,1.02,1.01,0.98
14,Atlantic,County,NJ,1.05,1.05,1.05,1.05,1.03,1.0
15,Augusta,County,VA,1.04,1.02,1.02,0.99,0.99,0.99
16,Baltimore,County,MD,1.03,1.02,1.02,1.01,1.0,0.99
17,Baltimore,County,MD,1.01,0.99,0.98,0.96,0.94,0.92
18,Barbour,County,WV,1.02,1.03,1.02,1.01,1.0,0.99
19,Bath,County,VA,1.06,1.05,1.04,1.05,1.04,1.04
20,Beaver,County,PA,1.05,1.02,1.02,1.0,0.99,0.97
21,Bedford,County,PA,1.05,1.04,1.04,1.06,1.07,1.08
22,Bedford,County,VA,1.06,1.06,1.06,1.06,1.06,1.06
23,Berkeley,County,WV,1.05,1.04,1.03,1.01,1.01,1.0
24,Berks,County,PA,1.06,1.05,1.04,1.03,1.02,1.01
25,Blair,County,PA,1.06,1.06,1.06,1.05,1.06,1.08
26,Bland,County,VA,1.03,1.03,1.02,1.02,1.01,1.01
27,Boone,County,WV,1.04,1.05,1.05,1.04,1.03,1.02
28,Botetourt,County,VA,1.06,1.05,1.04,1.03,1.04,1.04
29,Bradford,County,PA,1.04,1.03,1.02,1.03,1.05,1.08
30,Braxton,County,WV,1.04,1.03,1.02,1.0,0.98,0.97
31,Bristol,City,VA,1.04,1.03,1.03,1.02,1.0,0.99
32,Bronx,County,NY,1.04,1.03,1.02,0.99,0.96,0.94
33,Brooke,County,WV,1.06,1.04,1.02,1.02,1.0,0.97
34,Broome,County,NY,1.05,1.05,1.05,1.06,1.06,1.06
35,Brunswick,County,VA,1.04,1.03,1.02,1.01,1.0,0.98
