,0,1,2,3,4,5
0,-0.16999999999999998,-0.17999999999999997,-0.18000000000000005,-0.18000000000000002,-0.18999999999999995,-0.20000000000000004
1,-0.2099999999999999,-0.18999999999999997,-0.17000000000000004,-0.1499999999999999,-0.12999999999999984,-0.12000000000000008
2,-0.19,-0.17999999999999997,-0.18000000000000002,-0.17999999999999997,-0.17999999999999994,-0.1599999999999999
3,-0.13999999999999985,-0.12999999999999995,-0.12999999999999992,-0.12999999999999995,-0.13999999999999985,-0.12999999999999995
4,-0.18999999999999997,-0.21000000000000005,-0.20999999999999994,-0.2199999999999999,-0.21999999999999997,-0.20999999999999988
5,-0.19999999999999996,-0.19,-0.18999999999999997,-0.17999999999999997,-0.18000000000000002,-0.19000000000000003
6,-0.19,-0.20000000000000004,-0.20999999999999994,-0.22000000000000003,-0.2199999999999999,-0.21999999999999995
7,-0.17999999999999997,-0.16999999999999996,-0.17,-0.1599999999999999,-0.16999999999999993,-0.17
8,-0.17999999999999988,-0.16999999999999998,-0.17000000000000004,-0.1799999999999999,-0.18999999999999992,-0.17999999999999988
9,-0.19,-0.21000000000000002,-0.21999999999999995,-0.21999999999999995,-0.20999999999999994,-0.22000000000000008
10,-0.14999999999999997,-0.1399999999999999,-0.1399999999999999,-0.14999999999999994,-0.17999999999999994,-0.19000000000000009
11,-0.22,-0.19000000000000003,-0.1899999999999999,-0.19,-0.19,-0.18000000000000002
12,-0.1299999999999999,-0.12999999999999987,-0.12999999999999984,-0.1299999999999999,-0.13999999999999987,-0.1499999999999999
13,-0.16999999999999987,-0.17,-0.17999999999999997,-0.18,-0.18999999999999995,-0.21000000000000002
14,-0.18999999999999992,-0.19000000000000009,-0.1999999999999999,-0.21,-0.19999999999999998,-0.2099999999999999
15,-0.20999999999999988,-0.19999999999999993,-0.21999999999999992,-0.21000000000000005,-0.20000000000000004,-0.1699999999999999
16,-0.14999999999999986,-0.1399999999999999,-0.14,-0.14999999999999997,-0.16999999999999996,-0.19000000000000006
17,-0.13999999999999993,-0.15999999999999998,-0.1499999999999999,-0.14999999999999997,-0.1599999999999999,-0.15999999999999998
18,-0.2,-0.21999999999999992,-0.2300000000000001,-0.23000000000000004,-0.22,-0.19999999999999993
19,-0.17999999999999997,-0.14999999999999986,-0.12999999999999984,-0.13999999999999985,-0.13999999999999993,-0.14
20,-0.19999999999999987,-0.2099999999999999,-0.22000000000000003,-0.22999999999999998,-0.23999999999999996,-0.23999999999999994
21,-0.2,-0.20999999999999988,-0.21999999999999997,-0.2299999999999999,-0.25,-0.27
22,-0.22000000000000006,-0.21999999999999997,-0.21000000000000002,-0.18,-0.15999999999999998,-0.14999999999999988
23,-0.20000000000000004,-0.19999999999999993,-0.21000000000000008,-0.2099999999999999,-0.20000000000000004,-0.17999999999999997
24,-0.19999999999999993,-0.22000000000000006,-0.22000000000000003,-0.22000000000000008,-0.21999999999999992,-0.22999999999999993
25,-0.15999999999999986,-0.14999999999999986,-0.13999999999999993,-0.13999999999999987,-0.1299999999999999,-0.1200000000000001
26,-0.17,-0.19,-0.1899999999999999,-0.18999999999999984,-0.18000000000000002,-0.17
27,-0.19999999999999993,-0.22,-0.22000000000000008,-0.24000000000000002,-0.25,-0.25
28,-0.13999999999999987,-0.13999999999999982,-0.1599999999999999,-0.1999999999999999,-0.24000000000000005,-0.27
29,-0.15999999999999998,-0.14999999999999988,-0.14999999999999997,-0.12999999999999992,-0.11000000000000001,-0.09000000000000001
30,-0.15,-0.13999999999999982,-0.1599999999999999,-0.15999999999999995,-0.16999999999999996,-0.16999999999999985
31,-0.20999999999999996,-0.19,-0.17999999999999988,-0.15999999999999986,-0.13999999999999996,-0.12000000000000012
32,-0.20000000000000004,-0.2,-0.20000000000000004,-0.1999999999999999,-0.19999999999999984,-0.21999999999999997
33,-0.14999999999999988,-0.15999999999999992,-0.16999999999999987,-0.16999999999999998,-0.1799999999999999,-0.1899999999999999
34,-0.17999999999999988,-0.1799999999999999,-0.1899999999999999,-0.16999999999999985,-0.16999999999999987,-0.17999999999999988
35,-0.1599999999999998,-0.15999999999999998,-0.14999999999999988,-0.13999999999999993,-0.14,-0.15
