,NAME,TYPE,STATE,2-yr,5-yr,10-yr,25-yr,50-yr,100-yr
0,Accomack,County,VA,1.23,1.3,1.37,1.59,1.94,1.79
1,Adams,County,PA,1.31,1.32,1.48,2.07,2.66,2.83
2,Albemarle,County,VA,1.41,1.51,1.56,1.74,2.08,2.55
3,Alexandria,City,VA,1.27,1.35,1.43,1.6,1.86,1.99
4,Allegany,County,MD,1.41,1.59,1.66,1.75,1.92,2.57
5,Allegany,County,NY,1.29,1.3,1.38,1.52,1.83,2.33
6,Alleghany,County,VA,1.33,1.48,1.59,1.74,1.93,3.08
7,Allegheny,County,PA,1.18,1.21,1.24,1.41,1.58,1.74
8,Amelia,County,VA,1.33,1.45,1.77,2.42,3.15,3.68
9,Amherst,County,VA,1.33,1.39,1.4,1.63,1.94,2.31
10,Anne Arundel,County,MD,1.28,1.37,1.46,1.77,2.11,2.41
11,Appomattox,County,VA,1.35,1.46,1.55,1.71,1.85,1.92
12,Arlington,County,VA,1.27,1.35,1.43,1.48,1.86,1.99
13,Armstrong,County,PA,1.15,1.2,1.32,1.6,1.91,2.14
14,Atlantic,County,NJ,1.21,1.26,1.41,1.69,1.95,2.31
15,Augusta,County,VA,1.32,1.38,1.42,1.52,1.64,1.73
16,Baltimore,County,MD,1.23,1.3,1.39,1.73,2.11,2.75
17,Baltimore,County,MD,1.23,1.29,1.43,1.78,2.19,2.91
18,Barbour,County,WV,1.23,1.23,1.27,1.53,1.86,2.46
19,Bath,County,VA,1.32,1.44,1.52,1.54,1.71,2.13
20,Beaver,County,PA,1.21,1.21,1.25,1.49,1.8,2.42
21,Bedford,County,PA,1.29,1.41,1.5,1.68,1.88,2.22
22,Bedford,County,VA,1.25,1.33,1.46,1.74,2.07,2.86
23,Berkeley,County,WV,1.36,1.41,1.49,1.57,1.73,2.15
24,Berks,County,PA,1.23,1.26,1.29,1.38,1.56,2.09
25,Blair,County,PA,1.22,1.25,1.33,1.48,1.75,1.85
26,Bland,County,VA,1.22,1.27,1.4,1.62,1.78,1.92
27,Boone,County,WV,1.24,1.24,1.25,1.35,1.44,1.72
28,Botetourt,County,VA,1.29,1.36,1.41,1.8,2.27,3.98
29,Bradford,County,PA,1.21,1.33,1.49,1.78,2.09,2.96
30,Braxton,County,WV,1.26,1.31,1.33,1.52,1.76,2.13
31,Bristol,City,VA,1.19,1.32,1.41,1.71,1.99,2.0
32,Bronx,County,NY,1.24,1.3,1.34,1.55,1.76,1.59
33,Brooke,County,WV,1.3,1.36,1.47,1.69,1.94,2.61
34,Broome,County,NY,1.18,1.2,1.24,1.43,1.79,2.34
35,Brunswick,County,VA,1.22,1.29,1.47,1.85,2.24,2.51
36,Buchanan,County,VA,1.2,1.18,1.21,1.36,1.52,1.7
37,Buckingham,County,VA,1.44,1.61,1.7,1.81,1.85,2.13
38,Bucks,County,PA,1.2,1.25,1.3,1.49,1.77,2.83
39,Buena Vista,City,VA,1.42,1.6,1.74,1.8,1.81,2.05
40,Burlington,County,NJ,1.25,1.25,1.27,1.5,1.72,2.2
41,Butler,County,PA,1.18,1.2,1.23,1.31,1.48,1.73
42,Cabell,County,WV,1.27,1.3,1.31,1.48,1.69,2.0
43,Calhoun,County,WV,1.3,1.38,1.42,1.47,1.76,1.93
44,Calvert,County,MD,1.33,1.48,1.68,2.05,2.25,2.59
45,Cambria,County,PA,1.19,1.18,1.26,1.47,1.71,2.17
46,Camden,County,NJ,1.29,1.32,1.31,1.47,1.7,2.47
47,Cameron,County,PA,1.2,1.21,1.31,1.54,1.78,1.98
48,Campbell,County,VA,1.26,1.26,1.29,1.47,1.65,2.08
49,Cape May,County,NJ,1.22,1.24,1.34,1.64,1.97,2.09
50,Carbon,County,PA,1.19,1.22,1.28,1.5,1.73,2.01
51,Caroline,County,MD,1.31,1.53,1.7,2.08,2.4,2.36
52,Caroline,County,VA,1.34,1.44,1.51,1.66,1.82,1.94
53,Carroll,County,MD,1.27,1.29,1.41,1.7,2.04,2.23
54,Carroll,County,VA,1.23,1.24,1.26,1.68,2.12,2.22
55,Cecil,County,MD,1.21,1.32,1.43,1.71,1.96,1.88
56,Centre,County,PA,1.28,1.31,1.35,1.41,1.58,1.94
57,Charles,County,MD,1.35,1.47,1.61,1.85,2.05,2.29
58,Charles City,County,VA,1.22,1.26,1.41,1.69,1.98,2.43
59,Charlotte,County,VA,1.26,1.27,1.32,1.48,1.64,2.03
60,Charlottesville,City,VA,1.37,1.6,1.86,2.26,2.63,3.72
61,Chemung,County,NY,1.26,1.31,1.41,1.62,1.87,2.48
62,Chenango,County,NY,1.2,1.22,1.24,1.43,1.66,2.14
63,Chesapeake,City,VA,1.28,1.43,1.54,1.98,2.46,2.51
64,Chester,County,PA,1.25,1.32,1.35,1.45,1.58,1.67
65,Chesterfield,County,VA,1.26,1.36,1.48,1.72,2.02,3.01
66,Clarion,County,PA,1.15,1.17,1.24,1.38,1.56,1.97
67,Clarke,County,VA,1.4,1.4,1.4,1.43,1.53,1.7
68,Clay,County,WV,1.22,1.24,1.26,1.35,1.61,1.98
69,Clearfield,County,PA,1.17,1.24,1.34,1.55,1.79,2.16
70,Clinton,County,PA,1.22,1.22,1.27,1.42,1.64,1.96
71,Colonial Heights,City,VA,1.28,1.32,1.38,1.61,1.87,2.09
72,Columbia,County,PA,1.26,1.39,1.57,1.8,1.97,3.04
73,Cortland,County,NY,1.19,1.25,1.37,1.64,1.96,2.5
74,Covington,City,VA,1.31,1.4,1.53,1.85,2.26,4.25
75,Craig,County,VA,1.31,1.36,1.4,1.81,2.14,1.93
76,Crawford,County,PA,1.19,1.21,1.25,1.4,1.57,1.88
77,Culpeper,County,VA,1.28,1.28,1.32,1.39,1.46,1.99
78,Cumberland,County,NJ,1.21,1.25,1.44,1.81,2.15,2.17
79,Cumberland,County,PA,1.36,1.34,1.41,1.67,1.93,2.75
80,Cumberland,County,VA,1.41,1.57,1.66,2.04,2.53,1.85
81,Danville,City,VA,1.26,1.28,1.32,1.45,1.62,1.93
82,Dauphin,County,PA,1.36,1.35,1.58,1.98,2.38,2.74
83,Delaware,County,NY,1.21,1.24,1.31,1.6,1.95,2.43
