,2,5,10,25,50,100
30,94.0,122.0,146.0,182.0,214.0,249.0
30,84.0,105.0,123.0,151.0,177.0,207.0
30,105.0,134.0,158.0,193.0,224.0,257.0
30,88.0,113.0,134.0,167.0,196.0,229.0
30,69.0,85.0,100.0,121.0,139.0,160.0
30,71.0,90.0,107.0,138.0,160.0,191.0
30,76.0,96.0,112.0,135.0,154.0,174.0
30,64.0,78.0,90.0,106.0,119.0,133.0
30,96.0,122.0,145.0,177.0,206.0,237.0
30,95.0,121.0,142.0,174.0,200.0,229.0
30,91.0,118.0,141.0,175.0,206.0,240.0
30,96.0,123.0,146.0,179.0,207.0,238.0
30,89.0,114.0,136.0,169.0,199.0,232.0
30,67.0,81.0,93.0,110.0,123.0,138.0
30,93.0,121.0,145.0,180.0,212.0,247.0
30,81.0,102.0,120.0,144.0,165.0,188.0
30,91.0,117.0,139.0,173.0,203.0,237.0
30,71.0,86.0,98.0,115.0,128.0,143.0
30,83.0,104.0,121.0,146.0,166.0,188.0
30,64.0,78.0,90.0,106.0,119.0,133.0
30,73.0,91.0,105.0,127.0,146.0,165.0
30,93.0,118.0,139.0,170.0,196.0,225.0
30,78.0,97.0,113.0,135.0,155.0,175.0
30,90.0,113.0,132.0,160.0,185.0,211.0
30,74.0,92.0,107.0,128.0,145.0,164.0
30,69.0,84.0,95.0,111.0,124.0,137.0
30,71.0,86.0,98.0,115.0,129.0,143.0
30,85.0,108.0,127.0,154.0,177.0,202.0
30,67.0,81.0,93.0,109.0,121.0,134.0
30,72.0,87.0,99.0,116.0,130.0,144.0
30,70.0,82.0,92.0,104.0,114.0,123.0
30,109.0,143.0,171.0,219.0,253.0,297.0
30,66.0,81.0,93.0,109.0,123.0,137.0
30,80.0,104.0,124.0,160.0,187.0,220.0
30,95.0,122.0,145.0,177.0,204.0,234.0
30,72.0,88.0,101.0,120.0,136.0,153.0
30,95.0,122.0,144.0,176.0,204.0,234.0
30,90.0,113.0,132.0,160.0,184.0,209.0
30,80.0,102.0,119.0,145.0,166.0,189.0
30,93.0,120.0,143.0,178.0,208.0,242.0
30,66.0,81.0,93.0,109.0,123.0,137.0
30,71.0,86.0,98.0,115.0,128.0,142.0
30,70.0,85.0,97.0,113.0,127.0,140.0
30,96.0,125.0,149.0,186.0,218.0,254.0
30,72.0,89.0,102.0,122.0,137.0,154.0
30,91.0,117.0,139.0,172.0,200.0,232.0
30,72.0,88.0,101.0,121.0,137.0,156.0
30,93.0,119.0,140.0,172.0,199.0,228.0
30,93.0,121.0,145.0,181.0,212.0,248.0
30,93.0,116.0,135.0,166.0,195.0,230.0
30,90.0,117.0,140.0,175.0,205.0,239.0
30,92.0,119.0,142.0,176.0,206.0,240.0
30,86.0,110.0,130.0,162.0,189.0,221.0
30,90.0,114.0,134.0,161.0,183.0,207.0
30,90.0,115.0,136.0,167.0,194.0,223.0
30,72.0,90.0,104.0,124.0,141.0,159.0
30,94.0,121.0,145.0,181.0,212.0,248.0
30,96.0,124.0,148.0,182.0,212.0,246.0
30,92.0,118.0,139.0,171.0,198.0,227.0
30,105.0,134.0,158.0,193.0,223.0,257.0
30,78.0,101.0,121.0,155.0,180.0,211.0
30,78.0,100.0,119.0,150.0,173.0,202.0
30,103.0,133.0,158.0,195.0,226.0,261.0
30,90.0,113.0,132.0,159.0,181.0,205.0
30,95.0,121.0,143.0,176.0,204.0,235.0
30,68.0,83.0,96.0,113.0,127.0,142.0
30,79.0,98.0,115.0,138.0,158.0,180.0
30,71.0,86.0,98.0,114.0,128.0,142.0
30,70.0,86.0,99.0,118.0,133.0,149.0
30,73.0,90.0,103.0,122.0,137.0,154.0
30,95.0,122.0,144.0,177.0,205.0,236.0
30,80.0,99.0,116.0,142.0,166.0,194.0
30,76.0,98.0,117.0,149.0,172.0,200.0
30,77.0,97.0,113.0,136.0,155.0,176.0
30,79.0,99.0,115.0,139.0,158.0,180.0
30,68.0,84.0,96.0,114.0,128.0,144.0
30,93.0,119.0,142.0,175.0,205.0,238.0
30,93.0,121.0,145.0,181.0,212.0,247.0
30,79.0,98.0,114.0,140.0,164.0,192.0
30,93.0,119.0,140.0,172.0,199.0,229.0
30,91.0,116.0,136.0,165.0,190.0,216.0
30,85.0,107.0,125.0,154.0,179.0,209.0
30,88.0,114.0,137.0,177.0,206.0,244.0
30,90.0,114.0,134.0,162.0,186.0,212.0
30,73.0,90.0,103.0,123.0,140.0,158.0
30,95.0,122.0,144.0,177.0,204.0,234.0
30,89.0,114.0,136.0,169.0,198.0,231.0
30,71.0,86.0,98.0,115.0,128.0,143.0
30,95.0,124.0,148.0,185.0,218.0,254.0
30,69.0,85.0,98.0,116.0,131.0,147.0
30,91.0,117.0,138.0,169.0,195.0,223.0
30,71.0,88.0,102.0,122.0,139.0,157.0
30,92.0,119.0,142.0,177.0,208.0,242.0
30,90.0,115.0,137.0,171.0,200.0,234.0
30,90.0,116.0,138.0,172.0,201.0,235.0
30,91.0,116.0,138.0,170.0,199.0,231.0
30,69.0,83.0,96.0,113.0,126.0,141.0
30,69.0,84.0,95.0,111.0,124.0,138.0
30,87.0,110.0,130.0,158.0,181.0,206.0
30,92.0,118.0,139.0,171.0,197.0,227.0
30,68.0,83.0,95.0,112.0,126.0,141.0
30,81.0,101.0,117.0,141.0,162.0,184.0
30,95.0,121.0,143.0,174.0,202.0,231.0
30,87.0,110.0,130.0,161.0,188.0,219.0
30,79.0,98.0,114.0,137.0,156.0,178.0
30,89.0,114.0,136.0,169.0,198.0,231.0
30,77.0,95.0,111.0,133.0,151.0,171.0
30,83.0,104.0,121.0,144.0,163.0,184.0
30,74.0,92.0,108.0,132.0,153.0,177.0
30,68.0,85.0,99.0,118.0,134.0,152.0
30,70.0,85.0,97.0,113.0,127.0,141.0
30,92.0,119.0,142.0,176.0,205.0,238.0
30,99.0,129.0,154.0,192.0,224.0,261.0
30,93.0,118.0,140.0,172.0,199.0,229.0
30,69.0,86.0,101.0,125.0,145.0,169.0
30,79.0,97.0,113.0,134.0,152.0,171.0
30,73.0,88.0,101.0,117.0,131.0,145.0
30,133.0,176.0,213.0,275.0,321.0,379.0
30,66.0,80.0,92.0,108.0,121.0,135.0
