,NAME,TYPE,STATE,2-yr,5-yr,10-yr,25-yr,50-yr,100-yr
0,Accomack,County,VA,1.24,1.25,1.25,1.26,1.26,1.28
1,Adams,County,PA,1.27,1.28,1.27,1.3,1.29,1.28
2,Albemarle,County,VA,1.28,1.29,1.3,1.32,1.34,1.36
3,Alexandria,City,VA,1.21,1.21,1.22,1.25,1.3,1.35
4,Allegany,County,MD,1.24,1.27,1.29,1.31,1.33,1.36
5,Allegany,County,NY,1.25,1.25,1.26,1.26,1.27,1.28
6,Alleghany,County,VA,1.25,1.28,1.3,1.32,1.34,1.36
7,Allegheny,County,PA,1.24,1.25,1.25,1.25,1.28,1.33
8,Amelia,County,VA,1.23,1.26,1.26,1.3,1.34,1.4
9,Amherst,County,VA,1.31,1.33,1.33,1.33,1.32,1.33
10,Anne Arundel,County,MD,1.2,1.22,1.24,1.28,1.31,1.34
11,Appomattox,County,VA,1.32,1.32,1.31,1.33,1.35,1.36
12,Arlington,County,VA,1.19,1.18,1.19,1.22,1.25,1.3
13,Armstrong,County,PA,1.22,1.23,1.27,1.33,1.38,1.43
14,Atlantic,County,NJ,1.23,1.26,1.26,1.28,1.32,1.37
15,Augusta,County,VA,1.3,1.31,1.32,1.3,1.3,1.31
16,Baltimore,County,MD,1.21,1.21,1.22,1.24,1.28,1.3
17,Baltimore,County,MD,1.2,1.21,1.25,1.26,1.28,1.3
18,Barbour,County,WV,1.19,1.21,1.22,1.24,1.27,1.31
19,Bath,County,VA,1.28,1.29,1.34,1.38,1.4,1.4
20,Beaver,County,PA,1.22,1.21,1.23,1.24,1.25,1.28
21,Bedford,County,PA,1.24,1.27,1.29,1.31,1.32,1.33
22,Bedford,County,VA,1.27,1.27,1.29,1.3,1.33,1.35
23,Berkeley,County,WV,1.28,1.27,1.26,1.27,1.26,1.27
24,Berks,County,PA,1.24,1.25,1.26,1.3,1.33,1.38
25,Blair,County,PA,1.25,1.25,1.28,1.31,1.33,1.35
26,Bland,County,VA,1.2,1.2,1.21,1.21,1.21,1.22
27,Boone,County,WV,1.22,1.24,1.24,1.26,1.28,1.3
28,Botetourt,County,VA,1.28,1.31,1.32,1.34,1.37,1.39
29,Bradford,County,PA,1.18,1.21,1.23,1.28,1.34,1.43
30,Braxton,County,WV,1.2,1.2,1.2,1.2,1.2,1.18
31,Bristol,City,VA,1.21,1.23,1.23,1.25,1.27,1.29
32,Bronx,County,NY,1.27,1.26,1.26,1.26,1.24,1.22
33,Brooke,County,WV,1.25,1.28,1.28,1.29,1.31,1.33
34,Broome,County,NY,1.22,1.21,1.21,1.24,1.28,1.31
35,Brunswick,County,VA,1.23,1.25,1.25,1.28,1.31,1.34
36,Buchanan,County,VA,1.22,1.22,1.23,1.25,1.25,1.25
37,Buckingham,County,VA,1.23,1.25,1.26,1.27,1.3,1.32
38,Bucks,County,PA,1.2,1.22,1.23,1.24,1.26,1.31
39,Buena Vista,City,VA,1.34,1.36,1.34,1.32,1.31,1.31
40,Burlington,County,NJ,1.2,1.21,1.22,1.22,1.23,1.25
41,Butler,County,PA,1.23,1.22,1.23,1.26,1.29,1.31
42,Cabell,County,WV,1.23,1.24,1.24,1.26,1.29,1.34
43,Calhoun,County,WV,1.27,1.3,1.31,1.32,1.33,1.34
44,Calvert,County,MD,1.22,1.21,1.23,1.28,1.31,1.34
45,Cambria,County,PA,1.19,1.2,1.22,1.26,1.3,1.34
46,Camden,County,NJ,1.2,1.22,1.24,1.25,1.28,1.31
47,Cameron,County,PA,1.23,1.25,1.26,1.27,1.29,1.31
48,Campbell,County,VA,1.27,1.27,1.27,1.29,1.31,1.33
49,Cape May,County,NJ,1.23,1.24,1.27,1.3,1.33,1.34
50,Carbon,County,PA,1.23,1.23,1.25,1.27,1.3,1.34
51,Caroline,County,MD,1.22,1.23,1.25,1.27,1.3,1.34
52,Caroline,County,VA,1.24,1.26,1.26,1.27,1.3,1.32
53,Carroll,County,MD,1.27,1.27,1.27,1.29,1.32,1.38
54,Carroll,County,VA,1.25,1.24,1.26,1.26,1.27,1.29
55,Cecil,County,MD,1.25,1.26,1.26,1.26,1.26,1.27
56,Centre,County,PA,1.26,1.28,1.29,1.3,1.32,1.33
57,Charles,County,MD,1.23,1.25,1.27,1.33,1.36,1.4
58,Charles City,County,VA,1.22,1.22,1.22,1.21,1.23,1.25
